,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
template,-0.06212149066029747,-0.049996425880730146,-0.0816468050999856,-0.029521369951093453,0.006228402833574523,0.016982537594143123,-0.027112448898160696,-0.030128038348430173,0.024847652565780226,0.0059391942463868546,-0.02038457209057733,-0.07361398491642814,0.17077179951613167,0.11596519793580908,0.05273161336735049,0.08146292618426006,0.10182367685621162,-0.029099121852461003,0.11253198924074949,0.1287984002779306,-0.0008486114368896718,-0.007782234115576973,-0.12417447710832746,-0.0946649866713587,-0.06723839823449917,-0.014226159106536086,-0.0075722244590358595,-0.07319429505616872,-0.10850471439664759,-0.03926906600006106,0.022325774359078596,0.023403583606409494,0.04668446831891078,0.010474855118604104,0.09094227433056892,0.10054283586921771,-0.013825473955898416,0.04992034766255663,0.048126919744923884,0.04155572463220139,0.04814041754799569,-0.006806360174324104,-0.03870410153272185,-0.0746859212311212,-0.08823779357768367,-0.04490717844752867,0.06262898310590986,-0.03502577606393932,-0.0989979543223217,-0.10848486846327414,-0.12240377327641452,-0.012379424440361558,0.018223374533911568,0.08597240582726284,0.13590789363425512,0.11488113014730943,0.1378014396889067,0.11094103940177077,0.054765725350267434,0.050801004474400474,0.04703191553733054,-0.05853099221120814,-0.16821034402650262,-0.07008658266503727,-0.11659293344701817,-0.05732295452684322,-0.11861946785085416,-0.04740483417738732,-0.08491379529493723,-0.13986647461579554,-0.12961765514083232,-0.016063545002328625,0.07522246914450864,0.09645050019344181,0.09162585772145584,0.04629704981916238,0.10960300873250957,0.08751318635294977,0.09028888735342723,0.025388218779322312,0.07956352925510293,-0.028769504123288638,-0.029805068769870352,-0.09037029345833303,-0.018757772877292776,0.008260207397933263,-0.11983136804053807,-0.15980569309343837,0.04195191187414317,-0.005214772263612515,-0.17223727133127448,-0.10552025945963366,0.06203472759770556,0.11877277294163212,0.11376370051146219,0.0878020603156328,0.09616408033853185,0.0760024936939025,0.1314761494213433,0.1290528586458467,-0.019525362340584777,-0.11860016593914398,-0.04952299349916379,-0.08606667599582404,-0.09828072667485376,-0.07029521609069747,-0.05979586076041043,0.01912732075155355,0.05506473161088367,0.028834140990817526,0.004578541851441999,0.027244217707480534,0.04683667263198517,0.07490431834858088,0.08698919948844779,0.08722181132850115,-0.023997482828002247,0.004530806361220831,-0.0017691482225461774,0.04598287278895061,0.05650434611714794,-0.045850686614820016,-0.07945397136025205,-0.08179361469209724,-0.07941543682873521,-0.14592577789180863,-0.14223651679020646,0.019642618655333673,-0.050973774726030985,-0.08679880608583435,0.023178066585538865,-0.001655572543715606,0.03633479402660687,0.10891220649493541,0.14827635500645464,0.1055671894128571,0.0566984771136284,0.1403128002720285,0.13264696150074756,0.056078491424262134,0.02324677419338318,-0.09154273313837878,-0.049535088469995825,-0.07497667348545367,-0.08154570887907628,-0.06465139055488504,-0.0385286278564157,-0.006974478844425026,0.04196269567772931,0.011345604628566376,-0.04686518836538986,-0.10826299021964107,0.06863192908707552,0.06354047012617234,0.03361390808116866,0.11904633135201506,0.08716490454652287,0.128372956166303,-0.008162618844502851,0.03667588685933379,-0.034774114884085806,-0.12191014416193194,-0.05574505902866885,0.03606929991847768,0.014953316813155055,-0.053721773483237666,-0.06918313905359788,0.002839525570314182,-0.029149327038613553,-0.06605098102441413,-0.027792085853207905,-0.07517237042852248,-0.0019337866839400006,-0.030372979977099618,0.02572537911532182,-0.043556047176523054,0.024209669058367873,0.07604113075600662,-0.01967604258311614,0.03449205701660008,0.032453959349007806,-0.06544101778388135,-0.08801663764122379,-0.10692773431323685,-0.13306962740894185,-0.037704782880224275,-0.14004778548144428,-0.1670810365443518,-0.07844425766960633,0.05962626677624442,-0.017286002596098356,-0.04895001009076389,-0.01215768355113164,0.07079532758244005,0.1662769258775952,0.04922820242312372,0.10032265793417054,0.17205360820387355,0.13272897817614515,0.11715228941938148
